Agency,GFS,Amount,Payment Date
E0109833,21799,41623247,2016-01-29
E0109833,212,535106,2016-01-29
E0109833,214,94032797,2016-01-29
E0109833,21393,8497575,2016-01-29
E0109833,21434,11515692,2016-01-29
E0337037,215,92833432,2016-01-29
E0337037,215920,95912978,2016-01-29
E0337037,21108,90538160,2016-01-29
E0337037,21448,63684852,2016-01-29
E0337037,21665,39001727,2016-01-29
E0337037,21325,6634019,2016-01-29
E0337037,214,18366065,2016-01-29
E0337037,217973,11008599,2016-01-29
E0337037,21989,77531712,2016-01-29
E0337037,211,49177651,2016-01-29
E0337037,213183,25578198,2016-01-29
E0337037,212,76199853,2016-01-29
E0337037,21433,28848324,2016-01-29
E0337037,21143,63428809,2016-01-29
E0337037,215,77476254,2016-01-29
E0171808,21143,29284720,2016-01-29
E0171808,219,38544122,2016-01-29
E0171808,21143,97914224,2016-01-29
E0171808,214742,10512018,2016-01-29
E0171808,216134,37456581,2016-01-29
E0171808,21325,52424009,2016-01-29
E0171808,21191,18403844,2016-01-29
E0171808,21820,71517444,2016-01-29
E0171808,215124,15320558,2016-01-29
E0171808,219388,61389333,2016-01-29
E0171808,212,3665358,2016-01-29
E0171808,216919,14189283,2016-01-29
E0171808,21980,31811551,2016-01-29
E0171808,218,61129859,2016-01-29
E0171808,218,68756384,2016-01-29
E0373479,21855,36087022,2016-01-29
E0373479,215706,2967212,2016-01-29
E0373479,214729,27501971,2016-01-29
E0373479,216823,48630281,2016-01-29
E0373479,214357,17134706,2016-01-29
E0373479,211,82878412,2016-01-29
E0373479,21143,50593921,2016-01-29
E0373479,216,64785563,2016-01-29
E0373479,214695,82395072,2016-01-29
E0373479,216668,82269404,2016-01-29
E0373479,21119,50649383,2016-01-29
E0373479,21220,11216913,2016-01-29
E0373479,212,24376138,2016-01-29
E0373479,21108,85668187,2016-01-29
E0373479,218,75510275,2016-01-29
E0373479,215136,61080273,2016-01-29
E0373479,216419,27158250,2016-01-29
E0373479,21208,88174377,2016-01-29
E0863254,21186,73232333,2016-01-29
E0863254,214,22985210,2016-01-29
E0863254,21903,93075593,2016-01-29
E0863254,214312,28823216,2016-01-29
E0863254,216992,70441555,2016-01-29
E0863254,215,35588381,2016-01-29
E0863254,21208,85052921,2016-01-29
E0835112,214047,13294256,2016-02-01
E0835112,215727,611069,2016-02-01
E0835112,217719,1851990,2016-02-01
E0835112,216,56109838,2016-02-01
E0835112,21932,89471968,2016-02-01
E0835112,21143,74369201,2016-02-01
E0835112,21433,98139409,2016-02-01
E0835112,21638,24199386,2016-02-01
E0835112,216419,65740335,2016-02-01
E0835112,21434,19257910,2016-02-01
E0505028,215,10144153,2016-02-01
E0505028,212,49415362,2016-02-01
E0505028,212652,82638703,2016-02-01
E0505028,21220,59442765,2016-02-01
E0505028,211,81409108,2016-02-01
E0505028,217028,39304525,2016-02-01
E0505028,211,57574305,2016-02-01
E0505028,216419,97308610,2016-02-01
E0505028,214695,63087571,2016-02-01
E0505028,21325,10533022,2016-02-01
E0505028,216992,86057110,2016-02-01
E0505028,219,14556530,2016-02-01
E0505028,217,26876819,2016-02-01
E0505028,212,76978832,2016-02-01
E0505028,21582,55554134,2016-02-01
E0505028,211,98881590,2016-02-01
E0982709,219,57191267,2016-02-01
E0982709,214695,45440696,2016-02-01
E0982709,215136,31521913,2016-02-01
E0982709,21143,55094474,2016-02-01
E0982709,216,98098773,2016-02-01
E0982709,214742,38984012,2016-02-01
E0982709,214312,95976998,2016-02-01
E0982709,211,23720200,2016-02-01
E0982709,21820,2942505,2016-02-01
E0982709,211,80205774,2016-02-01
E0982709,216992,30332077,2016-02-01
E0982709,21108,93383848,2016-02-01
E0982709,216919,70772409,2016-02-01
E0982709,21752,27491734,2016-02-01
E0586075,214742,6175569,2016-02-01
E0586075,21638,33873037,2016-02-01
E0586075,216919,87811713,2016-02-01
E0586075,214,24437788,2016-02-01
E0586075,212,21765247,2016-02-01
E0586075,21855,3263417,2016-02-01
E0307187,216823,78695544,2016-02-01
E0307187,213,49550562,2016-02-01
E0307187,217028,19462802,2016-02-01
E0307187,21572,41144215,2016-02-01
E0307187,214357,67133200,2016-02-01
E0307187,212,97206331,2016-02-01
E0307187,215,19608757,2016-02-01
E0109833,215706,97107768,2016-02-01
E0109833,216668,9259248,2016-02-01
E0109833,215,1633126,2016-02-01
E0109833,217719,33279631,2016-02-01
E0109833,212652,1286071,2016-02-01
E0109833,21932,58843065,2016-02-01
E0109833,216037,66133023,2016-02-01
E0109833,216823,86621161,2016-02-01
E0109833,212245,11580213,2016-02-01
E0109833,212,92010435,2016-02-01
E0109833,21572,60129487,2016-02-01
E0109833,218,92817761,2016-02-01
E0109833,216419,28927802,2016-02-01
E0109833,219,76653296,2016-02-01
E0337037,21208,99902560,2016-02-01
E0337037,213183,53503742,2016-02-01
E0337037,219,95706211,2016-02-01
E0337037,21186,55059460,2016-02-01
E0337037,214946,74538579,2016-02-01
E0337037,216823,83717657,2016-02-01
E0337037,212,48116063,2016-02-01
E0337037,219,42799670,2016-02-01
E0337037,218,95844723,2016-02-01
E0171808,21582,47705543,2016-02-01
E0171808,211,12092090,2016-02-01
E0171808,213,38561318,2016-02-01
E0171808,218,11539864,2016-02-01
E0171808,21325,93101693,2016-02-01
E0171808,21186,55288131,2016-02-01
E0171808,219,55975859,2016-02-01
E0171808,215706,46523397,2016-02-01
E0373479,21433,38683645,2016-02-01
E0373479,217973,14078022,2016-02-01
E0373479,218,41479459,2016-02-01
E0373479,21799,87131632,2016-02-01
E0373479,21515,40346177,2016-02-01
E0373479,215920,70921998,2016-02-01
E0373479,21903,34597543,2016-02-01
E0863254,21220,34560169,2016-02-01
E0863254,21186,34536599,2016-02-01
E0863254,218,79865952,2016-02-01
E0863254,21143,27122002,2016-02-01
E0863254,21446,95553363,2016-02-01
E0863254,219,28413525,2016-02-01
E0863254,21582,95710641,2016-02-01
E0863254,211,50490774,2016-02-01
E0835112,217,83456992,2016-02-02
E0835112,216419,32058579,2016-02-02
E0835112,217973,33127500,2016-02-02
E0835112,21186,84893578,2016-02-02
E0835112,219,94316261,2016-02-02
E0835112,21446,82552552,2016-02-02
E0505028,214,5981327,2016-02-02
E0505028,219388,96613835,2016-02-02
E0505028,218,56034533,2016-02-02
E0505028,212652,25034083,2016-02-02
E0505028,218,45820457,2016-02-02
E0505028,21108,27725768,2016-02-02
E0505028,216037,41867404,2016-02-02
E0505028,218,19028915,2016-02-02
E0505028,213,70586252,2016-02-02
E0505028,216,71615746,2016-02-02
E0505028,218926,31885472,2016-02-02
E0505028,211,91497283,2016-02-02
E0505028,219,43517416,2016-02-02
E0505028,21191,81944908,2016-02-02
E0505028,216992,67688314,2016-02-02
E0982709,217973,37232514,2016-02-02
E0982709,21131,65208853,2016-02-02
E0982709,214047,98476057,2016-02-02
E0982709,21305,52713386,2016-02-02
E0982709,214312,22183598,2016-02-02
E0982709,21325,3049589,2016-02-02
E0982709,214729,10680358,2016-02-02
E0982709,216919,30827043,2016-02-02
E0982709,214,80254489,2016-02-02
E0982709,21582,95929746,2016-02-02
E0982709,215706,80064810,2016-02-02
E0586075,21638,57642647,2016-02-02
E0586075,217,11861455,2016-02-02
E0586075,214,27570709,2016-02-02
E0586075,216919,48295665,2016-02-02
E0586075,215,21161476,2016-02-02
E0586075,21515,46252713,2016-02-02
E0586075,213183,65870236,2016-02-02
E0586075,218,21117522,2016-02-02
E0586075,21903,76897193,2016-02-02
E0586075,219,2915316,2016-02-02
E0586075,21799,91706736,2016-02-02
E0586075,219,22265496,2016-02-02
E0586075,217604,35130777,2016-02-02
E0586075,214047,47469594,2016-02-02
E0586075,219,93954648,2016-02-02
E0586075,212652,13008297,2016-02-02
E0586075,213,62689913,2016-02-02
E0586075,21200,30560374,2016-02-02
E0586075,214312,59240335,2016-02-02
E0307187,218,67032138,2016-02-02
E0307187,21872,38741912,2016-02-02
E0307187,214,50795266,2016-02-02
E0307187,217,96408470,2016-02-02
E0307187,21582,4160466,2016-02-02
E0307187,212,85377445,2016-02-02
E0307187,21433,98249156,2016-02-02
E0307187,219,57132075,2016-02-02
E0307187,21638,86641221,2016-02-02
E0307187,21448,43897701,2016-02-02
E0307187,211526,70971681,2016-02-02
E0307187,218,67219706,2016-02-02
E0307187,212,83252825,2016-02-02
E0307187,21932,68609080,2016-02-02
E0307187,216134,57638020,2016-02-02
E0307187,214946,94172941,2016-02-02
E0307187,21668,99169840,2016-02-02
E0307187,216,6473019,2016-02-02
E0109833,213183,17875805,2016-02-02
E0109833,21709,97372632,2016-02-02
E0109833,21989,45037699,2016-02-02
E0109833,21143,2095394,2016-02-02
E0109833,21325,91252353,2016-02-02
E0109833,215124,44651822,2016-02-02
E0337037,214946,24712220,2016-02-02
E0337037,219578,48931978,2016-02-02
E0337037,21393,16795814,2016-02-02
E0337037,213,56702654,2016-02-02
E0337037,219,13250199,2016-02-02
E0337037,214,22774699,2016-02-02
E0337037,21143,13799224,2016-02-02
E0337037,214047,40393182,2016-02-02
E0337037,215,26715303,2016-02-02
E0337037,21325,57312585,2016-02-02
E0337037,219,94025828,2016-02-02
E0337037,217028,23957804,2016-02-02
E0171808,21434,12957953,2016-02-02
E0171808,219,74174385,2016-02-02
E0171808,218926,7069838,2016-02-02
E0171808,211,27825812,2016-02-02
E0171808,21515,30129739,2016-02-02
E0171808,213197,3986952,2016-02-02
E0171808,21143,8063559,2016-02-02
E0171808,21433,44795014,2016-02-02
E0171808,219,22208887,2016-02-02
E0373479,219578,33976128,2016-02-02
E0373479,214047,26593257,2016-02-02
E0373479,215706,50987902,2016-02-02
E0373479,214729,82892645,2016-02-02
E0373479,216037,43177277,2016-02-02
E0373479,214312,64084125,2016-02-02
E0373479,219,14836301,2016-02-02
E0373479,21820,75684966,2016-02-02
E0373479,21572,1428247,2016-02-02
E0373479,215920,99625901,2016-02-02
E0373479,21143,73304464,2016-02-02
E0373479,21325,22202004,2016-02-02
E0373479,21434,73866368,2016-02-02
E0373479,212245,30701292,2016-02-02
E0373479,217973,36894531,2016-02-02
E0373479,21448,34558106,2016-02-02
E0373479,21932,79386967,2016-02-02
E0373479,218,74917947,2016-02-02
E0373479,217,40771390,2016-02-02
E0863254,21131,56452269,2016-02-02
E0863254,214729,78279151,2016-02-02
E0863254,21200,32834931,2016-02-02
E0863254,219,66192155,2016-02-02
E0863254,218,96430546,2016-02-02
E0863254,216992,11476812,2016-02-02
E0863254,211,77127480,2016-02-02
E0863254,21903,18523605,2016-02-02
E0863254,21582,7375739,2016-02-02
E0863254,216919,69828829,2016-02-02
E0863254,214,92587236,2016-02-02
E0863254,212,91687380,2016-02-02
E0863254,218,21006034,2016-02-02
E0863254,211526,52106013,2016-02-02
E0863254,211,76704702,2016-02-02
E0835112,215136,86724384,2016-02-04
E0835112,216134,47813169,2016-02-04
E0835112,21903,95807927,2016-02-04
E0835112,211,71965258,2016-02-04
E0835112,216,63416623,2016-02-04
E0835112,215,38871127,2016-02-04
E0835112,21446,70965533,2016-02-04
E0835112,21186,58347034,2016-02-04
E0835112,215,22477560,2016-02-04
E0835112,219578,87617138,2016-02-04
E0835112,21448,12695072,2016-02-04
E0835112,218,64795380,2016-02-04
E0835112,219351,66453005,2016-02-04
E0835112,21572,20864402,2016-02-04
E0505028,217028,4195566,2016-02-04
E0505028,219,87571381,2016-02-04
E0505028,211,80607923,2016-02-04
E0505028,216419,51964751,2016-02-04
E0505028,215124,5237092,2016-02-04
E0505028,212,98473664,2016-02-04
E0505028,216668,75971417,2016-02-04
E0505028,214695,86393992,2016-02-04
E0505028,217,16664123,2016-02-04
E0505028,219,13948723,2016-02-04
E0505028,211,28191621,2016-02-04
E0505028,21119,93117084,2016-02-04
E0505028,214946,24985185,2016-02-04
E0505028,213,12806096,2016-02-04
E0505028,21143,55832191,2016-02-04
E0505028,218,79305362,2016-02-04
E0505028,215,98900255,2016-02-04
E0505028,212,29061799,2016-02-04
E0982709,21903,55932616,2016-02-04
E0982709,216992,68478443,2016-02-04
E0982709,216,25639113,2016-02-04
E0982709,211,18767293,2016-02-04
E0982709,213,17232459,2016-02-04
E0982709,21989,58214004,2016-02-04
E0982709,217028,36242491,2016-02-04
E0982709,211,54859643,2016-02-04
E0982709,21200,48952626,2016-02-04
E0586075,21393,29385995,2016-02-04
E0586075,216919,35619778,2016-02-04
E0586075,21186,99317344,2016-02-04
E0586075,214,21936593,2016-02-04
E0586075,213197,88795390,2016-02-04
E0586075,216823,74378463,2016-02-04
E0586075,21448,86920353,2016-02-04
E0307187,218,20685394,2016-02-04
E0307187,219,48951995,2016-02-04
E0307187,21989,18788824,2016-02-04
E0307187,214742,62160169,2016-02-04
E0307187,212652,2903606,2016-02-04
E0307187,218,30977502,2016-02-04
E0307187,218,71460725,2016-02-04
E0307187,218,99528098,2016-02-04
E0307187,213,3095366,2016-02-04
E0307187,212,89871752,2016-02-04
E0307187,216,57600002,2016-02-04
E0307187,217,7390942,2016-02-04
E0307187,21582,64319583,2016-02-04
E0307187,219,45938084,2016-02-04
E0307187,218,39255261,2016-02-04
E0109833,217973,87357898,2016-02-04
E0109833,211,81046781,2016-02-04
E0109833,211,63829785,2016-02-04
E0109833,216134,85061355,2016-02-04
E0109833,21989,86090843,2016-02-04
E0109833,215,63581584,2016-02-04
E0109833,214047,31141389,2016-02-04
E0109833,215,56621394,2016-02-04
E0109833,211,78420904,2016-02-04
E0109833,21572,28490244,2016-02-04
E0109833,21434,40431365,2016-02-04
E0109833,212,80972970,2016-02-04
E0109833,21980,52603738,2016-02-04
E0109833,21932,25000290,2016-02-04
E0109833,219,16967918,2016-02-04
E0109833,216037,67998630,2016-02-04
E0337037,214946,85875308,2016-02-04
E0337037,21638,28537533,2016-02-04
E0337037,211,64471817,2016-02-04
E0337037,21709,93138493,2016-02-04
E0337037,216037,15701202,2016-02-04
E0337037,21668,96546889,2016-02-04
E0337037,211,29836060,2016-02-04
E0337037,21515,2094040,2016-02-04
E0337037,21208,21866766,2016-02-04
E0337037,21119,52674797,2016-02-04
E0337037,216,7340092,2016-02-04
E0171808,219,51390772,2016-02-04
E0171808,21638,58878496,2016-02-04
E0171808,211,97241796,2016-02-04
E0171808,214,75325847,2016-02-04
E0171808,214,39954151,2016-02-04
E0171808,21220,22270400,2016-02-04
E0171808,216,65573552,2016-02-04
E0171808,216037,63958950,2016-02-04
E0171808,21448,55595519,2016-02-04
E0373479,21131,3218631,2016-02-04
E0373479,213,49238704,2016-02-04
E0373479,218,67283072,2016-02-04
E0373479,21515,40985012,2016-02-04
E0373479,21119,70794200,2016-02-04
E0373479,216419,79193126,2016-02-04
E0373479,215,55682525,2016-02-04
E0373479,211,91619711,2016-02-04
E0373479,21872,48655083,2016-02-04
E0373479,214,46361062,2016-02-04
E0373479,217973,26293218,2016-02-04
E0373479,215920,41058399,2016-02-04
E0373479,216,77146877,2016-02-04
E0863254,21119,46810232,2016-02-04
E0863254,21108,57880576,2016-02-04
E0863254,216668,51518033,2016-02-04
E0863254,21208,30767566,2016-02-04
E0863254,215920,75427141,2016-02-04
E0863254,216919,32643519,2016-02-04
E0863254,21515,46546845,2016-02-04
E0863254,211,43544038,2016-02-04
E0863254,219351,3560232,2016-02-04
E0863254,212245,88323480,2016-02-04
E0863254,21305,55106704,2016-02-04
E0863254,21752,47672709,2016-02-04
E0835112,219578,11145903,2016-02-07
E0835112,214,9157645,2016-02-07
E0835112,219,45537470,2016-02-07
E0835112,214312,20068835,2016-02-07
E0835112,21799,50582240,2016-02-07
E0835112,216992,75817035,2016-02-07
E0835112,213,19173495,2016-02-07
E0835112,21433,81114078,2016-02-07
E0835112,21515,63721479,2016-02-07
E0505028,216668,43602533,2016-02-07
E0505028,219578,33755229,2016-02-07
E0505028,216862,8057193,2016-02-07
E0505028,213183,6044505,2016-02-07
E0505028,217604,14738422,2016-02-07
E0505028,21752,3376919,2016-02-07
E0505028,212,96037320,2016-02-07
E0505028,21820,54244210,2016-02-07
E0505028,21980,7384179,2016-02-07
E0505028,215920,88130667,2016-02-07
E0505028,214946,25308135,2016-02-07
E0505028,218,59351915,2016-02-07
E0505028,219,1466077,2016-02-07
E0982709,21200,24274648,2016-02-07
E0982709,217719,14628926,2016-02-07
E0982709,215920,34308408,2016-02-07
E0982709,212245,4307910,2016-02-07
E0982709,214729,28185658,2016-02-07
E0982709,21582,17886708,2016-02-07
E0982709,21932,69615041,2016-02-07
E0982709,217973,40021588,2016-02-07
E0982709,216,39703797,2016-02-07
E0982709,212,91113498,2016-02-07
E0982709,21325,27156350,2016-02-07
E0982709,21119,46316254,2016-02-07
E0982709,212,24292977,2016-02-07
E0982709,216992,52281109,2016-02-07
E0982709,21143,30344867,2016-02-07
E0982709,21903,60453488,2016-02-07
E0586075,217,87714831,2016-02-07
E0586075,212,40539086,2016-02-07
E0586075,212,65924170,2016-02-07
E0586075,215727,16149252,2016-02-07
E0586075,212,71957139,2016-02-07
E0586075,21665,30944613,2016-02-07
E0586075,21434,15942347,2016-02-07
E0586075,21446,19175316,2016-02-07
E0586075,212652,97650025,2016-02-07
E0586075,218,63695278,2016-02-07
E0586075,215,50584851,2016-02-07
E0586075,214,92775541,2016-02-07
E0586075,21191,70584966,2016-02-07
E0586075,214695,90468404,2016-02-07
E0307187,219,48499668,2016-02-07
E0307187,215,60813933,2016-02-07
E0307187,21131,83714909,2016-02-07
E0307187,21638,75093566,2016-02-07
E0307187,21665,85780504,2016-02-07
E0307187,216037,49461296,2016-02-07
E0307187,213,54228474,2016-02-07
E0307187,21108,79015214,2016-02-07
E0109833,21903,36209879,2016-02-07
E0109833,219,26549462,2016-02-07
E0109833,215,94618771,2016-02-07
E0109833,215136,94019500,2016-02-07
E0109833,21200,76723808,2016-02-07
E0109833,216668,84770426,2016-02-07
E0109833,213197,44681283,2016-02-07
E0109833,21752,96113244,2016-02-07
E0109833,213183,46509756,2016-02-07
E0109833,219578,43023147,2016-02-07
E0109833,21709,75656349,2016-02-07
E0109833,211,93952373,2016-02-07
E0109833,213,18565185,2016-02-07
E0337037,21709,13584131,2016-02-07
E0337037,213183,92135958,2016-02-07
E0337037,212,5729123,2016-02-07
E0337037,21433,60079095,2016-02-07
E0337037,212,55343056,2016-02-07
E0171808,214742,80071677,2016-02-07
E0171808,21108,47048006,2016-02-07
E0171808,21752,64488694,2016-02-07
E0171808,214,77477987,2016-02-07
E0171808,21989,46324064,2016-02-07
E0171808,216,48277996,2016-02-07
E0171808,21186,69141167,2016-02-07
E0171808,211526,80260255,2016-02-07
E0171808,21143,57453778,2016-02-07
E0171808,215,42956364,2016-02-07
E0171808,21191,93438838,2016-02-07
E0171808,21119,56818370,2016-02-07
E0171808,213,28304545,2016-02-07
E0171808,217028,60507173,2016-02-07
E0171808,212,29045876,2016-02-07
E0171808,21582,71017385,2016-02-07
E0171808,216134,44633436,2016-02-07
E0171808,21131,19274844,2016-02-07
E0373479,217028,1214636,2016-02-07
E0373479,214312,38270101,2016-02-07
E0373479,218,81493336,2016-02-07
E0373479,219,73134405,2016-02-07
E0373479,217719,78589538,2016-02-07
E0373479,219351,64858045,2016-02-07
E0373479,21515,84582746,2016-02-07
E0373479,214742,25384636,2016-02-07
E0373479,211,42953164,2016-02-07
E0373479,216134,51898374,2016-02-07
E0373479,219388,57912474,2016-02-07
E0373479,213197,70090659,2016-02-07
E0373479,217,59482701,2016-02-07
E0373479,214695,39326751,2016-02-07
E0373479,21709,10536427,2016-02-07
E0373479,21820,5887678,2016-02-07
E0373479,21572,75556622,2016-02-07
E0373479,217,72770760,2016-02-07
E0373479,219578,1988877,2016-02-07
E0863254,211,16207120,2016-02-07
E0863254,216862,49830977,2016-02-07
E0863254,21638,15022499,2016-02-07
E0863254,216037,76061977,2016-02-07
E0863254,218,72233554,2016-02-07
E0863254,21208,15151468,2016-02-07
E0863254,212,19009183,2016-02-07
E0863254,213,54787586,2016-02-07
E0863254,21434,98488159,2016-02-07
E0863254,219,35131858,2016-02-07
E0863254,218,32477932,2016-02-07
E0863254,21752,81249178,2016-02-07
E0863254,219388,23433315,2016-02-07
E0863254,211526,49002795,2016-02-07
E0863254,218,55705957,2016-02-07
E0863254,21433,89682941,2016-02-07
E0863254,215124,6298911,2016-02-07
E0835112,21515,13127464,2016-02-10
E0835112,219388,57576343,2016-02-10
E0835112,213,8607902,2016-02-10
E0835112,218,36718895,2016-02-10
E0835112,214946,71422665,2016-02-10
E0835112,21325,95740273,2016-02-10
E0835112,21191,52967749,2016-02-10
E0835112,217028,94585434,2016-02-10
E0835112,21752,11094808,2016-02-10
